index,name,price,condition,posted_date,url
1,【英国製】 Barbour ビデイル　オリーブグリーン　美品,"17,900",目立った傷や汚れなし,16分前,https://jp.mercari.com/item/m83043767200
2,バブアー マーカウェア エディフィス 別注 BEDALE ビデイル グレー,"101,300",未使用に近い,30分前,https://jp.mercari.com/item/m41883965613
3,90′s barbour バブアー Bedale ビデイルジャケット,"9,500",傷や汚れあり,2か月前,https://jp.mercari.com/item/m77653996840
